,name,nationality,team,positions,age,overall,potential,contract,contract_start,contract_end,contract_length,height,weight,foot,value,wage,attacking,skill,movement,power,mentality,defending,goalkeeping,total
1106,P. Diop,Senegal,UD Ibiza,CDM CM,35,77,77,2021 ~ 2022,2021,2022,1,179,77,Right,3000000.0,6000.0,325,349,279,400,352,228,54,1987
1107,Juan Mata,Spain,Manchester United,CAM RM,33,77,77,2014 ~ 2022,2014,2022,8,170,63,Left,6500000.0,95000.0,356,404,347,280,327,90,46,1850
1108,Miguel Veloso,Portugal,Hellas Verona,CM CDM,35,77,77,2019 ~ 2022,2019,2022,3,180,79,Left,4200000.0,21000.0,364,402,304,367,358,197,55,2047
1109,Ángel,Spain,RCD Mallorca,ST CAM,34,77,77,2021 ~ 2023,2021,2023,2,172,68,Right,5000000.0,29000.0,358,326,369,352,310,85,52,1852
1110,L. Burián,Uruguay,Club Atlético Colón,GK,37,77,77,2018 ~ 2022,2018,2022,4,188,81,Right,1200000.0,8000.0,91,127,298,267,146,42,378,1349
1111,Marcano,Spain,FC Porto,CB,34,77,77,2019 ~ 2023,2019,2023,4,189,77,Left,3400000.0,13000.0,282,262,292,338,279,235,61,1749
1112,Ó. Trejo,Argentina,Rayo Vallecano,CAM CDM CM,33,77,77,2017 ~ 2023,2017,2023,6,180,79,Right,6500000.0,22000.0,363,377,386,384,376,207,62,2155
1113,Sokratis,Greece,Olympiacos CFP,CB,33,77,77,2021 ~ 2023,2021,2023,2,186,82,Right,5000000.0,1000.0,289,241,312,347,295,233,36,1753
1114,T. Krul,Netherlands,Norwich City,GK,33,77,77,2018 ~ 2024,2018,2024,6,188,74,Left,3400000.0,27000.0,94,95,240,240,153,45,379,1246
1115,F. Quagliarella,Italy,U.C. Sampdoria,ST,38,77,77,2016 ~ 2022,2016,2022,6,180,79,Right,3600000.0,18000.0,377,387,342,366,315,71,26,1884
1116,L. Biglia,Argentina,Fatih Karagümrük S.K.,CDM CM,35,77,77,2020 ~ 2022,2020,2022,2,178,63,Right,3000000.0,11000.0,340,382,305,330,347,228,52,1984
1117,R. Sambueza,Argentina,Club Atlético de San Luis,RM CAM RW,37,77,77,2022 ~ 2025,2022,2025,3,180,76,Left,3400000.0,14000.0,348,393,360,360,378,124,47,2010
1118,Dani Alves,Brazil,FC Barcelona,RB RM CM,38,77,77,2022 ~ 2022,2022,2022,0,172,70,Right,2300000.0,71000.0,348,390,373,351,377,216,38,2093
1119,Quaresma,Portugal,Vitória de Guimarães,RW LW,37,77,77,2020 ~ 2022,2020,2022,2,175,68,Right,3400000.0,10000.0,340,408,366,327,321,57,56,1875
1120,Gavi,Spain,FC Barcelona,CM LW RW,16,76,88,2020 ~ 2023,2020,2023,3,173,68,Right,17000000.0,14000.0,294,356,399,318,345,187,49,1948
1121,J. Pešek,Czech Republic,AC Sparta Praha,RM LM,28,76,76,2021 ~ 2024,2021,2024,3,173,66,Right,7500000.0,1000.0,315,351,423,320,270,77,50,1806
1122,G. Mamardashvili,Georgia,Valencia CF,GK,20,76,82,2022 ~ 2024,2022,2024,2,199,88,Left,9500000.0,15000.0,58,69,206,231,86,27,384,1061
1123,Yeremy Pino,Spain,Villarreal CF,RM LM ST,18,76,87,2020 ~ 2027,2020,2027,7,172,60,Right,16000000.0,10000.0,334,355,381,284,286,87,45,1772
1124,K. Jakić,Croatia,Eintracht Frankfurt,CDM CM,24,76,78,"Jun 30, 2022 On Loan",0,0,0,181,75,Right,9000000.0,750.0,305,295,346,381,331,219,44,1921
1125,A. Broja,Albania,Southampton,ST,19,76,88,"Jun 30, 2022 On Loan",0,0,0,191,75,Right,18000000.0,53000.0,316,290,359,361,296,77,48,1747
1126,M. Viña,Uruguay,Roma,LB LM,23,76,81,2021 ~ 2026,2021,2026,5,181,70,Left,10500000.0,35000.0,328,347,394,349,301,212,51,1982
1127,A. Szalai,Hungary,Fenerbahçe SK,CB LB,23,76,82,2021 ~ 2025,2021,2025,4,192,83,Left,11000000.0,34000.0,275,275,327,352,316,229,55,1829
1128,L. Krejčí,Czech Republic,AC Sparta Praha,CDM CB CM,22,76,84,2019 ~ 2025,2019,2025,6,191,86,Left,16000000.0,900.0,328,320,328,375,363,218,40,1972
1129,C. De Ketelaere,Belgium,Club Brugge KV,ST LW CAM,20,76,86,2018 ~ 2024,2018,2024,6,192,79,Left,16500000.0,20000.0,374,383,364,376,338,163,49,2047
1130,S. Weissman,Israel,Real Valladolid CF,ST,25,76,79,2020 ~ 2024,2020,2024,4,174,79,Right,10000000.0,13000.0,367,316,374,369,322,90,43,1881
1131,Vivian,Spain,Athletic Club de Bilbao,CB,21,76,83,2019 ~ 2026,2019,2026,7,183,83,Right,14000000.0,17000.0,283,235,347,304,295,228,47,1739
1132,Tete,Brazil,Shakhtar Donetsk,RM CAM,21,76,86,2019 ~ 2023,2019,2023,4,175,73,Left,17000000.0,800.0,336,364,395,339,286,107,43,1870
1133,Unai Vencedor,Spain,Athletic Club de Bilbao,CM CDM,20,76,84,2018 ~ 2025,2018,2025,7,176,71,Right,16500000.0,19000.0,322,386,362,375,337,228,50,2060
1134,K. Thuram,France,OGC Nice,CM CDM,20,76,84,2019 ~ 2025,2019,2025,6,192,81,Right,16500000.0,23000.0,347,357,372,367,349,222,50,2064
1135,G. Plata,Ecuador,Real Valladolid CF,RM RW,20,76,86,"Jun 30, 2022 On Loan",0,0,0,178,65,Left,16500000.0,10000.0,325,347,415,316,309,127,57,1896
1136,A. Espino,Uruguay,Cádiz CF,LB,29,76,76,2019 ~ 2023,2019,2023,4,172,71,Left,6500000.0,27000.0,312,332,390,368,327,217,46,1992
1137,M. Solomon,Israel,Shakhtar Donetsk,LM RM CAM,21,76,86,2019 ~ 2023,2019,2023,4,170,67,Right,17000000.0,800.0,306,375,394,331,270,132,55,1863
1138,M. Camara,Mali,FC Red Bull Salzburg,CDM CM,21,76,84,2019 ~ 2025,2019,2025,6,169,65,Right,16000000.0,18000.0,282,336,416,360,338,223,36,1991
1139,G. Masouras,Greece,Olympiacos CFP,RW RM LW,27,76,76,2019 ~ 2024,2019,2024,5,184,76,Right,8000000.0,2000.0,370,362,379,365,308,146,53,1983
1140,J. Doku,Belgium,Stade Rennais FC,RW RM,19,76,86,2020 ~ 2025,2020,2025,5,171,60,Right,16000000.0,27000.0,295,325,438,340,272,75,50,1795
1141,Adrià Pedrosa,Spain,RCD Espanyol de Barcelona,LB,23,76,84,2017 ~ 2023,2017,2023,6,176,69,Left,16000000.0,15000.0,329,337,413,343,331,207,60,2020
1142,L. Suárez,Colombia,Granada CF,ST LM CAM,23,76,83,2020 ~ 2022,2020,2022,2,185,74,Right,15000000.0,22000.0,354,335,404,373,335,102,44,1947
1143,M. Kudus,Ghana,Ajax,CAM CM,20,76,84,2020 ~ 2025,2020,2025,5,177,70,Left,16500000.0,12000.0,321,345,426,371,340,173,42,2018
1144,Trincão,Portugal,Wolverhampton Wanderers,RW RM,21,76,83,"Jun 30, 2022 On Loan",0,0,0,183,77,Left,15000000.0,84000.0,338,368,383,338,303,107,42,1879
1145,V. Mykolenko,Ukraine,Everton,LB LWB,22,76,83,2022 ~ 2026,2022,2026,4,180,71,Left,14500000.0,52000.0,285,239,364,297,257,225,54,1721
1146,M. Shaparenko,Ukraine,Dynamo Kyiv,CM CAM,22,76,84,2015 ~ 2025,2015,2025,10,178,72,Right,17000000.0,900.0,316,379,381,349,359,198,58,2040
1147,V. Buyalskyi,Ukraine,Dynamo Kyiv,CM CAM,28,76,76,2010 ~ 2023,2010,2023,13,170,61,Right,7500000.0,1000.0,300,355,403,320,338,217,51,1984
1148,J. Burkardt,Germany,1. FSV Mainz 05,ST RM,20,76,84,2018 ~ 2024,2018,2024,6,181,79,Right,16500000.0,20000.0,343,326,391,365,313,112,52,1902
1149,A. Bayındır,Turkey,Fenerbahçe SK,GK,23,76,82,2019 ~ 2023,2019,2023,4,198,73,Right,9500000.0,27000.0,85,78,202,211,114,37,375,1102
1150,Y. Adli,France,FC Girondins de Bordeaux,CM CAM,20,76,83,"Jun 30, 2022 On Loan",0,0,0,186,78,Right,15000000.0,26000.0,340,377,330,350,346,193,59,1995
1151,R. Aït Nouri,France,Wolverhampton Wanderers,LWB LB,20,76,86,2021 ~ 2026,2021,2026,5,180,70,Left,15500000.0,43000.0,283,337,377,261,303,221,60,1842
1152,B. Badiashile,France,AS Monaco,CB,20,76,84,2018 ~ 2024,2018,2024,6,194,75,Left,15500000.0,29000.0,273,290,286,346,304,228,43,1770
1153,Stephen Eustáquio,Canada,FC Porto,CDM CM,24,76,82,"Jun 30, 2022 On Loan",0,0,0,178,66,Right,11000000.0,9000.0,314,359,352,362,344,219,42,1992
1154,S. Córdova,Mexico,Tigres U.A.N.L.,LM RM CM,24,76,80,2022 ~ 2023,2022,2023,1,174,66,Left,11000000.0,37000.0,316,367,399,368,334,141,45,1970
1155,K. Mavropanos,Greece,VfB Stuttgart,CB RB,23,76,80,"Jun 30, 2022 On Loan",0,0,0,194,89,Right,9500000.0,52000.0,259,229,320,341,277,227,51,1704
1156,P. Gueye,Senegal,Olympique de Marseille,CDM CM,22,76,83,2020 ~ 2024,2020,2024,4,187,79,Left,14500000.0,27000.0,274,297,317,340,324,218,62,1832
1157,M. Damsgaard,Denmark,U.C. Sampdoria,LM LW,20,76,86,2020 ~ 2024,2020,2024,4,180,71,Right,16500000.0,15000.0,305,380,414,343,304,138,48,1932
1158,E. Elmas,North Macedonia,Napoli,CM,21,76,85,2019 ~ 2025,2019,2025,6,184,74,Right,17000000.0,38000.0,329,357,371,341,340,195,48,1981
1159,L. Geertruida,Netherlands,Feyenoord,RB CB,20,76,84,2017 ~ 2024,2017,2024,7,185,73,Right,15500000.0,8000.0,310,277,369,329,309,230,58,1882
1160,Junior Firpo,Spain,Leeds United,LB LWB,24,76,79,2021 ~ 2025,2021,2025,4,184,78,Left,9500000.0,52000.0,337,321,347,350,328,214,49,1946
1161,Y. Belaïli,Algeria,Stade Brestois 29,LM CAM,29,76,76,2022 ~ 2022,2022,2022,0,178,75,Right,7500000.0,20000.0,329,367,389,344,303,69,55,1856
1162,Miranda,Spain,Real Betis Balompié,LB,21,76,84,2021 ~ 2024,2021,2024,3,185,79,Left,16000000.0,15000.0,307,338,365,346,303,218,46,1923
1163,M. Olivera,Uruguay,Getafe CF,LB LWB,23,76,83,2017 ~ 2025,2017,2025,8,184,78,Left,14500000.0,21000.0,298,311,344,332,319,223,68,1895
1164,Ander Guevara,Spain,Real Sociedad,CM CDM,23,76,82,2017 ~ 2024,2017,2024,7,180,73,Right,12000000.0,26000.0,310,344,322,329,333,223,65,1926
1165,A. Mac Allister,Argentina,Brighton & Hove Albion,CAM CM,22,76,82,2019 ~ 2023,2019,2023,4,174,72,Right,12000000.0,44000.0,357,392,358,351,326,170,56,2010
1166,Pepê,Brazil,FC Porto,LM RM,24,76,79,2021 ~ 2026,2021,2026,5,175,66,Right,10000000.0,12000.0,327,323,404,271,250,86,52,1713
1167,Michael,Brazil,Al Hilal,LM RM,25,76,79,2022 ~ 2024,2022,2024,2,166,60,Right,10000000.0,35000.0,322,294,426,331,284,57,53,1767
1168,C. Ejuke,Nigeria,PFC CSKA Moscow,LM RM,23,76,81,2020 ~ 2024,2020,2024,4,174,72,Right,11500000.0,35000.0,308,347,438,341,290,136,45,1905
1169,N. Domínguez,Argentina,Bologna,CM CDM,23,76,84,2019 ~ 2024,2019,2024,5,179,73,Right,16500000.0,27000.0,327,323,384,382,347,215,41,2019
1170,M. Camara,Guinea,Olympiacos CFP,CM CDM,24,76,81,2018 ~ 2024,2018,2024,6,182,75,Right,11500000.0,1000.0,350,347,379,399,364,219,49,2107
1171,Kim Min Jae,Korea Republic,Fenerbahçe SK,CB,24,76,83,2021 ~ 2025,2021,2025,4,190,81,Right,14000000.0,34000.0,227,246,362,325,292,226,56,1734
1172,S. Lukić,Serbia,Torino F.C.,CM CDM CAM,24,76,81,2016 ~ 2023,2016,2023,7,183,77,Right,11500000.0,34000.0,342,382,339,339,346,212,48,2008
1173,Xeka,Portugal,LOSC Lille,CM CDM,26,76,77,2017 ~ 2022,2017,2022,5,186,83,Right,9000000.0,33000.0,308,379,298,385,352,210,34,1966
1174,R. Koch,Germany,Leeds United,CB CDM,24,76,81,2020 ~ 2024,2020,2024,4,191,83,Right,10000000.0,52000.0,246,259,327,313,305,234,44,1728
1175,P. Aquino,Peru,Club América,CDM CM,26,76,80,2021 ~ 2024,2021,2024,3,175,74,Right,9500000.0,39000.0,274,313,377,342,345,219,48,1918
1176,Marc Roca,Spain,FC Bayern München,CDM CM,24,76,79,2020 ~ 2025,2020,2025,5,184,80,Left,9500000.0,46000.0,291,351,302,326,351,216,52,1889
1177,Brais Méndez,Spain,RC Celta de Vigo,RM,24,76,79,2015 ~ 2024,2015,2024,9,187,76,Left,10000000.0,20000.0,343,375,326,348,316,142,45,1895
1178,D. Samassékou,Mali,TSG Hoffenheim,CDM CM,25,76,79,2019 ~ 2024,2019,2024,5,175,70,Right,9000000.0,28000.0,270,299,366,339,342,223,49,1888
1179,W. Faes,Belgium,Stade de Reims,CB,23,76,82,2020 ~ 2024,2020,2024,4,187,82,Right,11000000.0,20000.0,240,264,295,306,275,230,44,1654
1180,L. Robertone,Argentina,Unión Deportiva Almería,CAM CM,24,76,83,2020 ~ 2025,2020,2025,5,175,70,Right,15000000.0,11000.0,343,386,410,389,361,208,61,2158
1181,F. Müller,Germany,VfB Stuttgart,GK,23,76,80,2021 ~ 2025,2021,2025,4,190,88,Left,8500000.0,16000.0,76,94,244,226,116,43,375,1174
1182,Luan Peres,Brazil,Olympique de Marseille,CB,26,76,79,2021 ~ 2025,2021,2025,4,190,79,Left,8500000.0,32000.0,278,303,342,296,301,234,41,1795
1183,J. Brekalo,Croatia,Torino F.C.,CF LW,23,76,83,"Jun 30, 2022 On Loan",0,0,0,175,70,Right,15000000.0,49000.0,337,386,399,334,277,117,41,1891
1184,Gedson Fernandes,Portugal,Çaykur Rizespor,CM,22,76,82,"May 31, 2022 On Loan",0,0,0,181,71,Right,12000000.0,12000.0,336,370,391,378,360,212,45,2092
1185,O. Mangala,Belgium,VfB Stuttgart,CM CDM,23,76,81,2017 ~ 2024,2017,2024,7,178,82,Right,11500000.0,23000.0,283,355,388,347,325,216,37,1951
1186,O. Edouard,France,Crystal Palace,ST LW,23,76,83,2021 ~ 2025,2021,2025,4,187,83,Right,15000000.0,46000.0,344,369,395,378,318,118,50,1972
1187,A. Ndiaye,Senegal,RCD Mallorca,LM ST RM,24,76,79,2021 ~ 2025,2021,2025,4,173,70,Right,10000000.0,22000.0,347,354,406,343,313,128,44,1935
1188,R. Orsolini,Italy,Bologna,CAM RW,24,76,81,2019 ~ 2024,2019,2024,5,183,73,Left,11500000.0,27000.0,343,382,393,352,295,102,54,1921
1189,Y. Soteldo,Venezuela,Tigres U.A.N.L.,LM CF CAM,24,76,80,2022 ~ 2023,2022,2023,1,158,55,Right,11000000.0,37000.0,314,379,422,294,297,96,48,1850
1190,A. Vega,Mexico,Club Deportivo Guadalajara,LW ST LM,23,76,82,2019 ~ 2022,2019,2022,3,173,77,Right,12000000.0,42000.0,342,381,391,382,298,81,43,1918
1191,T. Adams,United States,RB Leipzig,CDM CM RWB,22,76,81,2019 ~ 2025,2019,2025,6,175,72,Right,10500000.0,46000.0,280,310,400,335,341,218,46,1930
1192,Isi,Spain,Rayo Vallecano,RM LM CAM,26,76,76,2020 ~ 2025,2020,2025,5,169,71,Left,8000000.0,20000.0,321,371,412,365,307,117,57,1950
1193,F. Aursnes,Norway,Feyenoord,CDM CM,25,76,78,2021 ~ 2024,2021,2024,3,179,71,Right,8500000.0,10000.0,333,359,383,368,349,218,61,2071
1194,Y. Yazıcı,Turkey,PFC CSKA Moscow,CF ST CAM,24,76,80,2019 ~ 2024,2019,2024,5,183,74,Left,11000000.0,39000.0,364,393,350,358,333,137,47,1982
1195,Y. Karamoh,France,Fatih Karagümrük S.K.,LM RM RW,22,76,80,"May 31, 2022 On Loan",0,0,0,185,77,Right,11000000.0,5000.0,341,344,365,334,292,80,54,1810
1196,D. Lukébakio,Belgium,VfL Wolfsburg,RM ST,23,76,81,"Jun 30, 2022 On Loan",0,0,0,187,77,Left,11500000.0,35000.0,336,356,391,361,267,84,53,1848
1197,Diogo Gonçalves,Portugal,SL Benfica,RM RWB,24,76,79,2017 ~ 2025,2017,2025,8,178,68,Right,10000000.0,12000.0,339,364,406,366,365,204,50,2094
1198,N. Dorsch,Germany,FC Augsburg,CDM CM,23,76,81,2021 ~ 2026,2021,2026,5,178,76,Right,10500000.0,19000.0,335,356,375,369,346,221,40,2042
1199,T. Awoniyi,Nigeria,1. FC Union Berlin,ST RW,23,76,79,2021 ~ 2024,2021,2024,3,183,85,Right,10500000.0,28000.0,345,287,379,377,308,75,44,1815
1200,M. Almirón,Paraguay,Newcastle United,CAM CM RM,27,76,76,2019 ~ 2024,2019,2024,5,174,70,Left,8000000.0,37000.0,336,367,400,323,340,158,53,1977
1201,D. Vergara,Colombia,CF Monterrey ,LW RM RW,24,76,78,2021 ~ 2025,2021,2025,4,175,72,Right,9500000.0,42000.0,330,354,412,363,302,106,44,1911
1202,T. Chalobah,United Kingdom of Great Britain and Northern Ireland,Chelsea,CB CDM CM,21,76,82,2016 ~ 2026,2016,2026,10,191,84,Right,11000000.0,53000.0,283,303,320,319,306,230,35,1796
1203,Adilson Edrada,Brazil,Santos,CAM,29,76,76,2021 ~ 2024,2021,2024,3,176,72,Right,7500000.0,27000.0,336,347,374,319,310,92,64,1842
1204,Simão Acunha,Brazil,Clube Atlético Mineiro,CAM CF,33,76,76,2021 ~ 2024,2021,2024,3,178,71,Right,4700000.0,33000.0,346,375,383,345,307,84,54,1894
1205,Gabrisco Aníbal,Brazil,RB Bragantino,CDM CM,29,76,76,2021 ~ 2024,2021,2024,3,182,77,Right,6500000.0,17000.0,311,313,341,377,341,224,67,1974
1206,David Seijalbo,Brazil,Clube Atlético Mineiro,CDM,25,76,76,2021 ~ 2024,2021,2024,3,176,76,Left,7500000.0,29000.0,283,287,360,376,303,226,54,1889
1207,Rubem Esteiro,Brazil,Palmeiras,RM CM,33,76,76,2021 ~ 2024,2021,2024,3,179,77,Right,4700000.0,35000.0,335,352,381,324,310,164,62,1928
1208,Nicolás Filhei,Brazil,Palmeiras,CM CAM,25,76,76,2021 ~ 2024,2021,2024,3,172,69,Right,8500000.0,34000.0,348,368,385,304,318,167,49,1939
1209,Lafortiscinho,Brazil,Juventude,LB,29,76,76,2021 ~ 2024,2021,2024,3,178,75,Left,6500000.0,23000.0,317,362,371,326,318,223,52,1969
1210,Pierrino Faria,Brazil,Santos,GK,37,76,76,2021 ~ 2024,2021,2024,3,190,82,Right,825000.0,13000.0,94,96,234,195,149,40,369,1177
1211,Nelsildo Reis,Brazil,Ceará Sporting Club,GK,21,76,79,2021 ~ 2024,2021,2024,3,190,88,Right,8000000.0,7000.0,108,99,290,265,160,44,380,1346
1212,Fred Aníbão,Brazil,Club Athletico Paranaense,GK,29,76,76,2021 ~ 2024,2021,2024,3,192,90,Right,5000000.0,13000.0,50,72,206,241,158,29,373,1129
1213,Antonaldinho,Brazil,Clube Atlético Mineiro,CB,33,76,76,2021 ~ 2024,2021,2024,3,188,82,Right,3600000.0,30000.0,243,253,334,313,280,239,58,1720
1214,Silas Almeim,Brazil,Ceará Sporting Club,LB LM,29,76,76,2021 ~ 2024,2021,2024,3,177,76,Left,6500000.0,14000.0,321,309,378,334,337,223,64,1966
1215,L. Nmecha,Germany,VfL Wolfsburg,ST,22,76,82,2021 ~ 2025,2021,2025,4,185,80,Right,12000000.0,49000.0,343,323,380,385,331,103,45,1910
1216,F. Maouassa,France,Club Brugge KV,LB,22,76,79,2021 ~ 2024,2021,2024,3,170,73,Left,9500000.0,19000.0,318,360,401,377,326,216,42,2040
1217,P. Lees,France,Norwich City,CM,28,76,76,2021 ~ 2024,2021,2024,3,186,70,Right,7500000.0,36000.0,339,381,340,377,347,201,51,2036
1218,F. Centonze,France,FC Metz,RWB RB,25,76,79,2019 ~ 2024,2019,2024,5,182,75,Right,9000000.0,17000.0,299,321,375,357,334,214,60,1960
1219,A. Disasi,France,AS Monaco,CB,23,76,81,2020 ~ 2025,2020,2025,5,190,86,Right,10000000.0,34000.0,224,241,251,301,263,228,45,1553
1220,Edu Expósito,Spain,SD Eibar,CAM CM,24,76,81,2019 ~ 2024,2019,2024,5,179,67,Right,11500000.0,11000.0,313,345,334,333,368,221,46,1960
1221,R. Krunić,Bosnia and Herzegovina,AC Milan,CM CAM,27,76,76,2019 ~ 2024,2019,2024,5,184,74,Right,8000000.0,35000.0,352,372,359,370,345,204,59,2061
1222,J. Meneses,Chile,Club León,LM RM CM,28,76,76,2018 ~ 2022,2018,2022,4,163,65,Right,7500000.0,25000.0,323,319,405,341,290,105,52,1835
1223,M. Rashica,Kosovo,Norwich City,LM ST,25,76,78,2021 ~ 2025,2021,2025,4,177,73,Right,9500000.0,33000.0,339,358,411,344,335,128,48,1963
1224,L. García,Trinidad and Tobago,AEK Athens,RW,23,76,80,2020 ~ 2025,2020,2025,5,182,78,Left,11000000.0,1000.0,319,384,393,371,246,89,49,1851
1225,M. Vargas,Argentina,Adana Demirspor,LM LW CAM,24,76,82,"Jun 30, 2022 On Loan",0,0,0,168,66,Right,12000000.0,17000.0,320,366,400,356,321,115,54,1932
1226,O. Idrissi,Morocco,Cádiz CF,LW LM,25,76,77,"Jun 30, 2022 On Loan",0,0,0,175,78,Right,9000000.0,26000.0,335,382,390,339,289,107,65,1907
1227,L. Martínez Quarta,Argentina,Fiorentina,CB,25,76,82,2020 ~ 2025,2020,2025,5,183,78,Right,10500000.0,40000.0,320,320,341,361,338,224,62,1966
1228,B. Henrichs,Germany,RB Leipzig,RB LB RWB,24,76,79,2021 ~ 2025,2021,2025,4,183,79,Right,9500000.0,46000.0,314,339,366,316,332,221,56,1944
1229,Matheus Pereira,Brazil,Al Hilal,CAM RM,25,76,80,2021 ~ 2026,2021,2026,5,175,74,Left,10500000.0,35000.0,334,382,394,345,323,109,66,1953
1230,P. Cissé,Senegal,Olympiacos CFP,CB,25,76,80,2017 ~ 2022,2017,2022,5,197,90,Right,9500000.0,1000.0,223,208,307,327,266,226,67,1624
1231,L. Haraslín,Slovakia,AC Sparta Praha,LM RM,25,76,79,2020 ~ 2023,2020,2023,3,182,71,Right,10000000.0,1000.0,327,359,403,349,272,122,63,1895
1232,Soares,Brazil,Olympiacos CFP,ST,30,76,76,2021 ~ 2023,2021,2023,2,187,82,Right,7500000.0,2000.0,350,315,360,368,346,118,38,1895
1233,J. St. Juste,Netherlands,1. FSV Mainz 05,CB RB,24,76,80,2019 ~ 2023,2019,2023,4,184,74,Right,9500000.0,19000.0,312,297,403,346,335,233,59,1985
1234,G. Scamacca,Italy,U.S. Sassuolo Calcio,ST,22,76,85,2017 ~ 2023,2017,2023,6,195,85,Right,17000000.0,29000.0,322,331,324,371,286,83,52,1769
1235,T. Minamino,Japan,Liverpool,CF LW RW,26,76,77,2020 ~ 2024,2020,2024,4,174,67,Right,9000000.0,88000.0,338,364,407,351,331,96,58,1945
1236,G. Martínez,Argentina,Al Nassr,CAM RM LM,28,76,76,2020 ~ 2024,2020,2024,4,172,75,Left,7500000.0,38000.0,315,386,414,338,305,105,55,1918
1237,C. Adams,Scotland,Southampton,ST,24,76,81,2019 ~ 2024,2019,2024,5,178,70,Right,11500000.0,46000.0,334,325,393,393,318,111,65,1939
1238,A. Maitland,United Kingdom of Great Britain and Northern Ireland,Roma,RWB RM RB,23,76,81,"Jun 30, 2022 On Loan",0,0,0,177,71,Right,10500000.0,52000.0,296,318,385,352,349,219,54,1973
1239,İ. Kahveci,Turkey,Fenerbahçe SK,CM CAM RW,25,76,79,2021 ~ 2025,2021,2025,4,176,72,Left,10000000.0,42000.0,350,399,389,354,340,189,67,2088
1240,N. Amiri,Germany,Genoa,CAM CM,24,76,80,"Jun 30, 2022 On Loan",0,0,0,180,77,Right,11000000.0,38000.0,326,392,371,368,331,134,60,1982
1241,H. Diallo,Senegal,RC Strasbourg Alsace,ST RM,26,76,79,2020 ~ 2025,2020,2025,5,186,79,Right,10000000.0,25000.0,347,292,354,381,289,47,68,1778
1242,P. Olayinka,Nigeria,SK Slavia Praha,LM RM,25,76,77,2018 ~ 2023,2018,2023,5,188,77,Right,9000000.0,1000.0,354,353,387,374,344,162,55,2029
1243,E. Boateng,Ghana,Dalian Professional Football Club,ST,25,76,80,2019 ~ 2022,2019,2022,3,175,70,Right,10500000.0,17000.0,350,303,425,394,303,104,67,1946
1244,R. Kent,United Kingdom of Great Britain and Northern Ireland,Rangers FC,LW,24,76,78,2019 ~ 2023,2019,2023,4,172,65,Right,9500000.0,46000.0,338,343,431,330,297,81,43,1863
1245,M. Wolf,Germany,Borussia Dortmund,RM RB RWB,26,76,77,2018 ~ 2024,2018,2024,6,188,81,Right,9000000.0,47000.0,343,353,373,360,339,197,58,2023
1246,Y. Gómez Andrade,Colombia,Seattle Sounders FC,CB,29,76,76,2020 ~ 2022,2020,2022,2,187,92,Right,6500000.0,9000.0,233,230,280,308,276,218,58,1603
1247,S. Amrabat,Morocco,Fiorentina,CDM CM,24,76,78,2020 ~ 2024,2020,2024,4,185,70,Right,9000000.0,36000.0,338,351,358,374,342,217,60,2040
1248,D. Blanco,Argentina,Club Atlético Independiente,CM CDM RM,26,76,76,2016 ~ 2022,2016,2022,6,167,63,Right,8000000.0,15000.0,327,373,417,333,356,219,52,2077
1249,Pedro Chirivella,Spain,FC Nantes,CDM CM,24,76,80,2020 ~ 2023,2020,2023,3,178,66,Right,10000000.0,20000.0,300,341,345,326,324,210,61,1907
1250,P. Bernardoni,France,AS Saint-Étienne,GK,24,76,81,"Jun 30, 2022 On Loan",0,0,0,190,78,Left,9000000.0,14000.0,91,98,180,246,109,46,380,1150
1251,A. Nübel,Germany,AS Monaco,GK,24,76,82,"Jun 30, 2023 On Loan",0,0,0,193,88,Right,9500000.0,36000.0,88,96,258,241,91,50,372,1196
1252,O. Al Somah,Syria,Al Ahli,ST,32,76,76,2014 ~ 2024,2014,2024,10,190,86,Right,6000000.0,40000.0,372,353,340,389,330,98,56,1938
1253,O. Tufan,Turkey,Fenerbahçe SK,CM CDM RB,26,76,79,2015 ~ 2023,2015,2023,8,179,80,Right,9500000.0,44000.0,347,361,377,397,369,218,50,2119
1254,Rochinha,Portugal,Vitória de Guimarães,LW,26,76,77,2019 ~ 2023,2019,2023,4,169,69,Right,9000000.0,13000.0,305,348,405,274,298,123,64,1817
1255,M. Normann,Norway,Norwich City,CDM CM,25,76,81,2019 ~ 2024,2019,2024,5,179,75,Right,10000000.0,30000.0,312,361,369,386,345,211,49,2033
1256,Unai López,Spain,Rayo Vallecano,CM CDM,25,76,79,2021 ~ 2024,2021,2024,3,170,69,Right,10000000.0,19000.0,332,385,394,370,341,198,62,2082
1257,A. Miranchuk,Russia,FC Lokomotiv Moscow,CAM LM,25,76,78,2012 ~ 2024,2012,2024,12,185,79,Right,9500000.0,42000.0,325,360,383,337,283,86,53,1827
1258,J. Staněk,Czech Republic,FC Viktoria Plzeň,GK,25,76,79,2021 ~ 2023,2021,2023,2,191,93,Right,7500000.0,800.0,84,102,218,209,99,44,373,1129
1259,L. Olaza,Uruguay,Elche CF,LB LWB CB,26,76,77,"Jun 30, 2022 On Loan",0,0,0,175,70,Left,8000000.0,11000.0,335,365,368,370,346,222,56,2062
1260,A. Morelos,Colombia,Rangers FC,ST,25,76,81,2017 ~ 2023,2017,2023,6,177,79,Right,11000000.0,51000.0,351,330,376,394,342,114,55,1962
